,bill_id,long_title,bill_status
13091,13SBN-2040,establish disaster preparedness mitigation,Pending
13092,13SBN-2039,coast guard attached agency department transportation,Pending
13093,13SBN-2038,internal revenue,Pending
13094,13SBN-2037,land administration,Pending
13095,13SBN-2036,custom,Pending
13096,13SBN-2035,composition labor commission labor,Passed
13097,13SBN-2034,civil service,Pending
13098,13SBN-2033,grant student fare discount land water air transport,Pending
13099,13SBN-2032,international compensation oil pollution damage,Pending
13100,13SBN-2031,expanding night work prohibition thereby hundred labor,Pending
13101,13SBN-2030,daily increase salary private sector,Pending
13102,13SBN-2029,jurisdiction labor labor commission regional department labor employment hundred labor,Pending
13103,13SBN-2028,onetime tax amnesty unpaid internal revenue taxable prior,Pending
13104,13SBN-2027,liver cancer awareness,Pending
13105,13SBN-2026,august awareness,Pending
13106,13SBN-2025,downstream oil industry,Pending
13107,13SBN-2024,consciousness day elimination violence,Pending
13108,13SBN-2023,energy plan exploration development utilization new renewable energy indigenous,Pending
13109,13SBN-2022,mandatory good conduct allowance participate literacy development,Pending
13110,13SBN-2021,independent health environmental assessment mining mining,Pending
13111,13SBN-2020,welfare social assistance left behind overseas,Pending
13112,13SBN-2019,require health coverage minimum hospital stay node dissection treatment breast cancer coverage,Pending
13113,13SBN-2018,promote production organically produced establishment standard production organically produced organically produced,Pending
13114,13SBN-2017,comprehensive research prevention control medical management hepatitis c virus infection,Pending
13115,13SBN-2016,ensure pregnant access skilled birth attendant time childbirth immediately thereafter,Pending
13116,13SBN-2015,improve safety transportation pedestrian bicycle safety vicinity,Pending
13117,13SBN-2014,prevention treatment drug alcohol abuse high risk youth,Pending
13118,13SBN-2013,ensure mental health receive protection require,Pending
13119,13SBN-2012,mandatory basic immunization,Pending
13120,13SBN-2011,commission statistical service statistical system,Pending
13121,13SBN-2010,c base conversion development,Pending
13122,13SBN-2009,protect public registration annual inspection marking common land wearing identification accountability,Pending
13123,13SBN-2008,fundamental right adult decide health care decision treatment withheld withdrawn terminal condition permanent unconscious condition,Pending
13124,13SBN-2007,transport sector,Pending
13125,13SBN-2006,compensation work contingency insurance compensation authority hundred forty labor,Pending
13126,13SBN-2005,expanding night work prohibition thereby hundred forty labor,Pending
13127,13SBN-2004,local employment authority,Pending
13128,13SBN-2003,work arrangement based security tenure,Pending
13129,13SBN-2002,working time private sector thereby hundred forty labor,Pending
13130,13SBN-2001,jurisdiction labor labor relation commission regional department labor employment hundred forty labor,Pending
13131,13SBN-2000,barangay,Passed
13132,13SBN-1999,sale housing urban development housing,Pending
13133,13SBN-1998,comprehensive hazardous radioactive management,Pending
13134,13SBN-1997,promote strengthening development assistance small scale small,Pending
13135,13SBN-1996,establish housing loan,Pending
13136,13SBN-1995,establish supervisory framework petroleum gas industry additional department energy define penalize certain,Pending
13137,13SBN-1994,strengthen social security system thereby social security,Pending
13138,13SBN-1993,transfer science technology practice profession overseas,Pending
13139,13SBN-1992,retail price maintenance uniform scheme book trade end view affordable accessible related educational private public,Pending
13140,13SBN-1991,expanding scope protection technology transfer include operating distribution intellectual property,Pending
13141,13SBN-1990,training violence prevention work,Pending
13142,13SBN-1989,eating awareness prevention education elementary college,Pending
13143,13SBN-1988,incorporate cardiopulmonary resuscitation training physical education curriculum public private,Pending
13144,13SBN-1987,facilitate development prevent sexually,Pending
13145,13SBN-1986,authorize department health carry regarding prevention management asthma related respiratory,Pending
13146,13SBN-1985,provident personal plan personal equity retirement account,Pending
13147,13SBN-1984,department interior local paragraph establishment jail facility metropolitan highly country,Pending
13148,13SBN-1983,lake development authority,Pending
13149,13SBN-1982,additional disabled disabled,Pending
13150,13SBN-1981,promote maritime safety enhance maritime security safeguard protect marine environment strengthening coast guard,Pending
13151,13SBN-1980,certain passport,Pending
13152,13SBN-1979,compensation work contingency insurance compensation authority book labor,Pending
13153,13SBN-1978,citizenship appurtenant,Pending
13154,13SBN-1977,commonwealth create corporation girl define,Pending
13155,13SBN-1976,certain tariff custom,Pending
13157,13SBN-1974,civil service,Pending
13158,13SBN-1973,certain also intellectual property,Pending
13159,13SBN-1972,health day,Pending
13160,13SBN-1971,profession midwifery midwifery,Pending
13161,13SBN-1970,increasing number,Pending
13162,13SBN-1969,certain tariff custom,Pending
13163,13SBN-1968,fiscal discipline public sector responsible financial management full transparency accountability revenue expenditure borrowing,Pending
13164,13SBN-1967,term veteran thereby,Pending
13165,13SBN-1966,separating institute technology city state university city province converting state university science technology university southern thereby charter northern institute technology charter state university,Pending
13166,13SBN-1965,equalizing longevity pay public school uniformed personnel armed police c,Pending
13167,13SBN-1964,giving benefit preventive imprisonment,Pending
13168,13SBN-1963,payment administrative total disability pension senior military,Pending
13169,13SBN-1962,certain comprehensive dangerous,Pending
13170,13SBN-1961,sum hundred august pursuant,Pending
13171,13SBN-1960,meat meat food,Pending
13172,13SBN-1959,work based security tenure number hundred forty labor,Pending
13173,13SBN-1958,expanding night work prohibition thereby number hundred forty labor,Pending
13174,13SBN-1957,environmental management authority,Pending
13175,13SBN-1956,regulation certain residential,Passed
13176,13SBN-1955,drag racing,Pending
13177,13SBN-1954,juvenile justice system juvenile justice delinquency prevention,Pending
13178,13SBN-1953,rehabilitate reform prison work allow productive engagement qualified reforestation infrastructure,Pending
13179,13SBN-1952,citizenship,Passed
13180,13SBN-1951,real property appraisal assessment appraisal authority,Pending
13181,13SBN-1950,internal revenue,Passed
13182,13SBN-1949,governing establishment operation regulation,Passed
13183,13SBN-1948,naval academy,Pending
13184,13SBN-1947,require institute volcanology seismology atmospheric geophysical astronomical administration establish natural hazard mitigation,Pending
13185,13SBN-1946,empower department education commission higher education technical education development authority require school report student suicide respective student suicide early intervention prevention,Pending
13186,13SBN-1945,form prostitution imposing den personnel,Pending
13187,13SBN-1944,disclose identity foreign nature work compensation case violation,Pending
13188,13SBN-1943,hundred new central bank,Pending
13189,13SBN-1942,registration licensure practice food technology,Pending
13190,13SBN-1941,full employment equality employment thereby human commission,Pending
13191,13SBN-1940,mandatory marine,Pending
13192,13SBN-1939,omnibus election,Pending
13193,13SBN-1938,consumer,Pending
13194,13SBN-1937,amend omnibus election include electoral fraud,Pending
13195,13SBN-1936,credit information system,Pending
13196,13SBN-1935,education rehabilitation corporation special education revitalization,Pending
13197,13SBN-1934,prevent graft corruption cut bureaucratic tape delivery basic,Pending
13198,13SBN-1933,automatic retention barangay fifty percent share community tax collected said barangay local,Pending
